"album_id";"album_name";"total_tracks";"release_date";"release_date_precision";"album_group";"album_url";"images";"explicit";"track_id";"track_name";"track_number";"popularity";"url_spotify";"danceability";"energy";"key";"loudness";"mode";"speechiness";"acousticness";"instrumentalness";"liveness";"valence";"tempo";"type";"uri";"track_href";"analysis_url";"duration_ms";"time_signature"
"0KJc9ksnoJJsdpQxV3z5i1";"Return of the Dream Canteen";17;"2022-10-14";"day";"album";"https://open.spotify.com/album/0KJc9ksnoJJsdpQxV3z5i1";
